route_id,trip_id,direction_id,year,month,twenty_pct_occupancy,thirty_pct_occupancy,forty_pct_occupancy,median_occupancy,sixty_pct_occupancy,seventy_pct_occupancy,seventy_five_pct_occupancy,seventy_five_pct_occupancy_1,eighty_pct_occupancy,ninety_fifth_pct_occupancy,max_occupancy
16,139146,0,2019,12,1,2,2,3,4,4,4,4,5,6,8
16,133797,0,2019,2,1,2,2,3,4,4,4,4,5,10,13
9,140099,0,2019,11,0,1,2,2,3,4,4,4,4,7,7
10G,133323,1,2019,1,0,1,1,2,3,3,4,4,4,7,11
15,133771,1,2019,4,2,3,3,3,3,3,4,4,4,5,6
1,135716,1,2019,8,0,0,1,3,3,4,4,4,4,6,7
21,139385,1,2019,9,2,2,2,2,4,4,4,4,4,5,5
21,152101,1,2020,4,1,2,2.2000000000000068,3,4,4,4,4,5,6,7
10G,149428,0,2020,5,2,2,3,3,3.7999999999999932,4,4,4,5,6,7
16,139190,0,2019,11,-1,-1,3,3,3,3,4,4,4,4,4
10G,136015,0,2019,5,2,2,3,3,4,4,4,4,4,6,7
8,140049,1,2019,10,2,2,3,3,4,4,4,4,5,5,6
10G,133327,1,2019,4,2,2,2,2,3,3,4,4,4,5,5
10A,151967,0,2020,5,1,2,3,3,3,4,4,4,5,7,10
1,135694,0,2019,5,0,1,2,2,2,3,4,4,5,8,11
28,135653,1,2019,1,4,4,4,4,4,4,4,4,4,4,4
8,134684,0,2019,3,0,0,1,1,2,3,4,4,4,5,5
28,135629,0,2019,3,1,2,2,3,3,3,4,4,4,6,8
21,139362,1,2019,11,0,1,1,2,2,3,4,4,4,9,9
9,140130,1,2020,4,0,1,1,2,3,3,4,4,4,8,10
8,137385,1,2019,8,1,2,2,3,3,4,4,4,4,5,5
16,133857,1,2019,5,3,3,4,4,4,4,4,4,4,4,4
19,139253,1,2020,2,1,1,2,3,3,4,4,4,5,8,10
16,139241,1,2019,9,3,3,3,3,3,3,4,4,4,4,4
10G,138641,0,2020,1,0,1,1,2,2,3,4,4,5,9,11
10G,136026,1,2019,6,1,1,1,1,3,4,4,4,4,6,6
2,139290,1,2019,11,1,2,3,3,3,4,4,4,4,4,5
21,139382,0,2020,4,0,0,0,0,1.7999999999999989,4,4,4,4,4,4
7,137343,0,2019,7,1,2,2,3,3.19999999999999,4,4,4,5,7,11
19,139255,1,2020,1,1,1,1,2,2,3,4,4,4,6,6
10A,135858,0,2019,8,1,1,1,2,3,4,4,4,4,5,6
21,136660,0,2019,5,1,2,2,3,3,4,4,4,4,6,8
4,134436,0,2019,2,1,1,1,2,2,4,4,4,4,8,8
21,139361,1,2020,3,1,1,2,2,2,3.6999999999999895,4,4,4,6,6
1,138351,0,2020,1,1,2,2,3,3,3,4,4,4,6.0499999999999883,7
10C,135944,0,2019,6,1,2,2,3,4,4,4,4,5,7,9
10C,135949,0,2019,7,1,1,2,3,3,4,4,4,4,6,8
15,139108,0,2020,2,1,1,2,2,3,3,4,4,4,5,6
16,139156,1,2020,2,2,2,2,3,3,4,4,4,4,7,8
10G,133328,1,2019,3,1,1,2,3,3,4,4,4,5,6,8
19,139251,0,2020,2,0,1,1,2,2,4,4,4,4,6,8
10G,138666,1,2020,4,2,2,2,3,3,3,4,4,4,5,6
2,136625,1,2019,12,0,0,0.800000000000002,4,4,4,4,4,4,4.8499999999999988,6
10G,138692,1,2020,1,1,1,2,2,3,3,4,4,4,5,5
1,133040,1,2019,4,1,2,2,3,3,4,4,4,5,7,9
10A,138590,1,2020,3,2,2,3,3,3,3,4,4,4,4,4
9,137562,1,2019,8,1,1,2,4,4,4,4,4,4,4,5
10A,133183,0,2019,1,1,2,2,3,3,4,4,4,4,6,7
21,139333,0,2019,11,1,2,2,3,3,3,4,4,4,5,5
21,139419,1,2019,11,4,4,4,4,4,4,4,4,4,4,4
10G,133375,1,2019,1,1,1,1,2,3,4,4,4,5,5,6
21,134043,1,2019,1,0,1,2,2.5,3,3,4,4,4,4,4
9,134859,1,2019,2,1,1,2,2,3,4,4,4,4,5,6
10A,138609,1,2019,9,3,4,4,4,4,4,4,4,6,8,8
3,136789,0,2019,5,1,1,2,3,4,4,4,4,5,6,9
4,137086,1,2019,7,1,1,2,3,4,4,4,4,5,6,6
10A,133232,0,2019,5,4,4,4,4,4,4,4,4,4,5,7
10G,133293,0,2019,2,0,1,2,2,3,4,4,4,4,7,8
1,138477,1,2020,3,0,1,2,2,3,4,4,4,5,7,7
2,133917,0,2019,1,0,1,1,2,2,3,4,4,4,5,5
10A,138580,0,2020,1,2,2,2,2,4,4,4,4,4,4,5
28,138333,1,2019,7,3,3,3,3,3,4,4,4,4,6,7
15,136427,0,2019,7,1,2,2,2,3,3,4,4,4,5,6
1,138417,1,2020,4,1,1,2,2,2,4,4,4,4,6,7
10G,133305,1,2019,3,0,1,1,1,2,3,4,4,4,7,10
21,139370,0,2020,3,3,3.8,4,4,4,4,4,4,4,4,4
8,140023,0,2020,1,0,2,2,3,4,4,4,4,4.2000000000000055,6,7
8,140050,1,2019,12,1,2,2,2,3,3,4,4,4,5,5
2,136618,1,2019,7,2,2,3,3,3,4,4,4,4,5,6
8,134687,0,2019,3,1,2,2,2,3,4,4,4,5,5,6
15,133770,1,2019,1,1,2,3,3,4,4,4,4,4,5,7
10G,133329,0,2019,3,1,2,2,2,3,3,4,4,4,6,7
1,138443,0,2019,10,3,3,3.600000000000001,4,4,4,4,4,4,5,5
28,138327,1,2019,7,2,2,3,3,4,4,4,4,4,5,5
10G,138624,0,2020,2,2,2,2,2,3,4,4,4,4,6,7
10G,138715,1,2019,10,3,3,3,3,3,3,4,4,5,6,6
10G,138633,0,2020,3,1,2,2,2,2,3,4,4,4,5,7
9,140181,1,2019,10,2,3,3,3,3,3,4,4,5,6,7
10A,138546,1,2020,2,2,2,2,3,3,3,4,4,5,6,8
19,139254,1,2019,11,1,1,2,2,3,3,4,4,4,7,9
9,140105,0,2019,9,3,3,3,4,4,4,4,4,4,5,7
10A,135920,1,2019,6,3,3,3,4,4,4,4,4,6,8,13
1,133100,0,2019,1,3,3,3,4,4,4,4,4,4,6,6
1,138458,0,2020,1,2,2,3,3,3,4,4,4,4,5,5
16,136513,0,2019,6,2,3,3,3,3,4,4,4,5,5,8
10A,138567,1,2020,1,1,1,2,2,3,4,4,4,5,7,7
10A,135883,1,2019,5,2,3,3,3,3,4,4,4,4,7,12
10G,138630,0,2020,2,0,1,1,2,3,4,4,4,5,7,9
10A,138571,0,2019,11,0,1,2,2,3,3.8999999999999941,4,4,4,5,5
28,139438,0,2020,3,2,2,3,3,4,4,4,4,4.4000000000000048,5,6
9,140151,1,2020,2,1,2,2,3,3,4,4,4,5,9,11
10A,138536,0,2020,4,2,2,2,3,4,4,4,4,4,5,7
15,139107,0,2020,1,1,1,2,3,3,3,4,4,5,6,9
3,139461,0,2019,11,0,0,0.40000000000000024,1.5,2.5999999999999996,3.6999999999999993,4,4,4,6.799999999999998,9
16,139234,0,2020,3,1,1,3,3,3,3,4,4,4,5,6
21,139315,0,2020,2,1,1,2,2,3,4,4,4,5,8,10
9,134837,0,2019,1,1,2,2,3,3,4,4,4,5,11.499999999999986,13
10G,138667,1,2019,9,1,1,2,2,2,3,4,4,4,5,8
10G,136022,1,2019,8,-1,1,1,3,4,4,4,4,4,4,5
8,140050,1,2020,2,2,2,2,3,3,3,4,4,4,5,5
1,138419,1,2020,3,1,1,2,2,3,4,4,4,4,5,6
8,140026,0,2020,2,1,1,2,3,4,4,4,4,5,7,7
10A,151969,0,2020,5,1,2,2,3,3,3,4,4,4,5,7
16,139157,1,2020,4,1,2,2,3,4,4,4,4,4,10,10
15,139118,1,2019,9,2,3,3,3,3,4,4,4,4,5,5
10A,138528,0,2020,4,1,2,3,4,4,4,4,4,4,6,6
15,133765,1,2019,2,1,1,2,3,3,4,4,4,4,6,6
21,134057,0,2019,4,2.4000000000000008,3,3,3,4,4,4,4,4,5,5
28,139432,0,2019,10,2,2,3,3,4,4,4,4,4,6,7
10A,133208,1,2019,1,0,0,0,1,2,3,4,4,4,7,8
9,140107,0,2020,2,2,2,3,4,4,4,4,4,5,7,9
16,136512,0,2019,6,1,2,2,2,3,4,4,4,4,5,5
10A,138585,1,2020,1,1,1,2,2,2,4,4,4,5,5,7
8,137443,1,2019,5,4,4,4,4,4,4,4,4,4,4,4
10A,138596,1,2020,3,0,2,3,3,3,4,4,4,5,6,6
1,133013,0,2019,4,1,1,2,2,3,3,4,4,4,7,9
7,135619,0,2019,2,0,1,1,2,4,4,4,4,5,6,8
8,137377,0,2019,6,1,2,2,2,3,4,4,4,4,6,8
1,151702,1,2020,4,0,0.99999999999999445,2,2,3,3,4,4,5,6,8
10A,138598,1,2020,4,3.8000000000000007,4,4,4,4,4,4,4,4,5,5
16,139200,0,2019,12,2,3,4,4,4,4,4,4,4,4,6
8,137388,1,2019,5,2,2,3,3,3,4,4,4,4,5,5
8,140037,1,2019,10,2,2,2,3,3.59999999999998,4,4,4,5,6,7
3,134128,0,2019,2,0,0,3,3,3,3.9999999999999978,4,4,4,4,4
1,138418,1,2020,4,1,2,2,2,3,3,4,4,4,5,5
1,133040,1,2019,1,0,1,2,2,3,3,4,4,5,6,8
16,133806,1,2019,2,0,1,2,2,3,3,4,4,4,6,7
15,139105,0,2020,3,0,0,1,1,2,2,4,4,4,4,5
10A,133265,1,2019,2,1,1.2999999999999983,2,3,4,4,4,4,4.8000000000000069,5,5
10A,135938,1,2019,5,1,2,2,3,3,3,4,4,4,5,5
4,137020,0,2019,6,0,1,2,2,3,3,4,4,4,6,8
1,135837,1,2019,5,0,1,1,1,2,4,4,4,5,9,10
15,136445,1,2019,8,1,2,2,3,4,4,4,4,4,4,4
1,138346,0,2020,1,2,2,3,3,4,4,4,4,5,7,8
10A,133251,1,2019,5,0,2,2,3,4,4,4,4,4,4,4
28,136770,0,2019,6,1,2,2,3,3,4,4,4,4,5,6
16,139157,1,2019,12,1,2,2,2,4,4,4,4,5,8,9
19,136581,1,2019,5,0,1,1,2,3,4,4,4,5,6.6999999999999673,16
21,139355,1,2019,12,1,1,2,2,3,4,4,4,4,5,5
4,139843,0,2020,4,3,3,3,3,3,3,4,4,4,5,5
1,133163,0,2019,1,3,3,4,4,4,4,4,4,4,5,5
8,134708,1,2019,1,2,2,2,3,3,4,4,4,5,5,6
10A,138589,1,2019,9,3,3,4,4,4,4,4,4,5,5,6
1,138354,0,2020,2,0,0,0,1,3,3,4,4,5,9,10
21,134023,0,2019,2,1,2,3,3,3,4,4,4,4,6,6
2,136617,1,2019,8,2,2,2,3,3,3,4,4,4,6,11
1,151688,0,2020,5,2,2,3,4,4,4,4,4,4,7,8
10G,133331,0,2019,1,1.2000000000000031,3,3,3,3,3,4,4,4,5,8
10C,138621,0,2020,3,0.20000000000000873,1,2,3,4,4,4,4,5,7,11
10G,152027,1,2020,5,1,1,2,2,3,3,4,4,5,8,8
9,140193,1,2020,2,1,2,3,3,3,4,4,4,5,5,5
1,138420,1,2020,1,1,2,3,3,4,4,4,4,5,6,7
10C,133276,0,2019,5,1,1,2,2,3,3,4,4,4,5,5
10A,135882,1,2019,6,0,0,2,2,3,4,4,4,4,5,6
1,133146,1,2019,4,0,2,3,3,3,4,4,4,4,6,6
8,134702,1,2019,3,1,2,2,2,3,3,4,4,5,6,7
10G,136013,0,2019,6,1,2,2,4,4,4,4,4,4,4,7
15,139106,0,2020,3,0,1,2,3,3,4,4,4,5,7,9
19,139250,0,2019,12,1,2,2,2,3,4,4,4,4,6,9
21,139411,0,2019,11,0,2.3999999999999986,4,4,4,4,4,4,4,4,4
2,139304,1,2019,10,0,1,1,2,3,4,4,4,4,5,8
10A,138529,0,2019,12,1,1,1,2,3,3,4,4,4,6.2499999999999867,9
10A,138583,0,2020,3,0,1,1,2,4,4,4,4,4,5,5
15,139118,1,2019,10,0,2,2,2,3,3,4,4,4,4,4
16,139162,1,2020,1,1,2,2,3,3,4,4,4,5,9,9
16,136567,1,2019,8,2,2,2,2,2,2,4,4,4,4,4
28,138327,1,2019,6,2,2,2,3,3,3,4,4,4,6,7
9,137494,1,2019,7,1,1,2,2,3,4,4,4,4,7,10
16,139222,1,2020,3,2.8000000000000025,3,3,3,4,4,4,4,5,5.5499999999999909,6
9,134844,0,2019,1,1,1.6999999999999977,2,3,3,4,4,4,5,7,7
16,139213,1,2020,4,4,4,4,4,4,4,4,4,4,6,6
1,138353,0,2020,4,1,1,2,2,2,3,4,4,4,5.0499999999999972,6
9,140098,0,2020,1,0,1,2,2,3,3,4,4,4,7,9
7,137359,1,2019,7,1,1,2,2,3,3,4,4,5,9,11
13,133401,1,2019,5,3,4,4,4,4,4,4,4,5,5,6
16,136572,1,2019,6,2,2,3,4,4,4,4,4,5,6,7
8,140015,0,2020,1,0,1,1,1,2,3,4,4,4,6,6
1,138425,1,2019,12,1,2,2,3,3,4,4,4,4,6,6
8,140056,0,2019,10,3.8000000000000003,4,4,4,4,4,4,4,4,6,6
16,133847,0,2019,3,3,4,4,4,4,4,4,4,5,5,9
10A,135860,0,2019,8,0,1,1,2,3,3,4,4,4,6,8
4,139681,0,2019,12,1,2,2,3,3,4,4,4,5,7,12
1,138399,1,2020,3,1,1,1,2,2,3,4,4,5,15,16
2,139289,1,2019,10,0,0,0,1,2.5999999999999974,3.1999999999999948,4,4,4,5,7
10G,138651,1,2020,3,1,1,2,2,3,3,4,4,4,6.3499999999999535,8
1,133076,1,2019,2,0,1,1,2,3,4,4,4,5,6,8
13,138733,0,2020,4,1,2,3,3,4,4,4,4,4,6,7
8,140046,1,2020,4,0,0,0,3,3,4,4,4,5,5,6
21,136732,1,2019,5,2,2,2,3,3,3,4,4,5,6,6
28,138323,1,2019,8,2,2,2,3,4,4,4,4,4,6,7
10G,138679,0,2019,10,1,1.099999999999997,2,2,3,4,4,4,4,4.1499999999999879,5
10A,133207,1,2019,3,0,1,2,2,3,3,4,4,4,5,7
1,138434,0,2019,10,0,0.39999999999999969,2,2,4,4,4,4,4,4,4
16,139183,0,2019,9,0,0,0,0,3.1999999999999971,4,4,4,4,4,5
4,139733,1,2020,4,1,1,2,3,3,4,4,4,5,8,10
9,140106,0,2020,2,1,2,2,3,3,4,4,4,4,7,8
10G,136044,1,2019,6,0,1,1,2,4,4,4,4,5,6,11
28,135629,0,2019,4,2,2,3,3,3,4,4,4,4,6,7
28,135640,1,2019,3,1,2,2.6000000000000014,3,4,4,4,4,5.2000000000000028,7,7
4,139707,1,2020,4,1,1,2,2,3,3,4,4,4,5,6
4,139795,0,2019,11,0,0,0,1,4,4,4,4,4,5,6
1,135735,1,2019,6,1,2,3,3,4,4,4,4,5,8,13
16,139211,1,2020,1,2.6,3,3,3.5,4,4,4,4,4,4,4
10G,133330,0,2019,2,1,1,2,3,3,3,4,4,4,4,5
1,135700,0,2019,5,2,2,3,3,4,4,4,4,4,6,6
1,133146,1,2019,1,1,2,4,4,4,4,4,4,6,7,7
16,136483,1,2019,6,1,2,2,3,3,4,4,4,4,7,8
7,137348,0,2019,6,1,2,2,3,3,4,4,4,4.4000000000000181,7,9
3,134125,1,2019,3,1,1,2,2,3,4,4,4,4,6,8
28,135641,0,2019,4,2,3,3,3,4,4,4,4,4,6.8999999999999932,8
16,139234,0,2020,2,0,1,1,2,3,4,4,4,4,5,5
1,138417,1,2019,12,0,2,2,2,3,3,4,4,4,5,6
28,139444,0,2020,1,1,2,2,2,3,4,4,4,4,5,6
10G,138662,1,2020,3,0,0.79999999999998861,1,2,3,3,4,4,4,6,9
16,139193,0,2020,2,2,3,3,3,3,3,4,4,4,6,6
16,133804,1,2019,5,-0.59999999999999831,0,1,2,2,4,4,4,4,6,6
1,133153,1,2019,4,1,2,2,2,4,4,4,4,4,5,5
16,133791,0,2019,2,1,1,2,2,3,3,4,4,4,5,5
8,140040,1,2020,2,2,2,3,3,3,3,4,4,4,6,8
1,133067,1,2019,1,0,1,1,2,3,4,4,4,5,5,13
10C,138619,0,2020,2,1,2,2,3,4,4,4,4,4,6,8
19,136584,1,2019,8,1,1,2,2,3,4,4,4,5,5,6
21,134061,0,2019,4,2,2,2,2,2,2,4,4,4,4,4
9,137471,0,2019,7,1,2,2,2,3,4,4,4,5,6,11
1,151719,1,2020,5,1,2,2,3,4,4,4,4,5,6,7
16,133840,0,2019,2,1,1,2,4,4,4,4,4,4,5,5
21,139407,0,2019,10,0,0,1.2000000000000024,3,3,4,4,4,5,6,6
10G,138688,0,2019,9,3,3,3,3,3.9999999999999973,4,4,4,5,5,5
1,138418,1,2020,3,1,1,2,3,3,4,4,4,4,6,7
28,135652,0,2019,1,4,4,4,4,4,4,4,4,4,5.5,6
10G,152026,1,2020,4,1,1,2,2,2,3,4,4,4,6,7
10G,133356,1,2019,3,1,1,2,2,3,4,4,4,4,5,6
10A,133196,0,2019,4,1,1,2,3,3,4,4,4,5,7,9
16,139181,0,2020,1,4,4,4,4,4,4,4,4,4,4,5
28,136772,1,2019,5,2,2,2,3,3,3,4,4,4,5.9999999999999822,6
10A,133236,0,2019,4,2,2,2,2,3,4,4,4,4,8,8
8,140048,1,2020,1,2,3,3,4,4,4,4,4,5,6,7
28,139429,0,2020,4,2,2,2,3,3,4,4,4,4,5,5
10C,135949,0,2019,6,0,0,1,1,3,4,4,4,5,6,9
10A,135906,0,2019,5,2,4,4,4,4,4,4,4,4,5,5
9,140101,0,2019,10,1,2,3,3,4,4,4,4,5,7,8
16,136532,1,2019,7,2,3,3,4,4,4,4,4,4,6,7
10G,133316,1,2019,2,1,1,2,2,3,4,4,4,5,9,12
10G,133352,1,2019,4,2,3,3,3,4,4,4,4,4,9,11
21,134006,1,2019,1,1,2,2,3,3,4,4,4,4,6.0999999999999837,10
10A,138552,1,2020,3,1,1,3,3,3,4,4,4,4,5,5
15,139102,0,2020,4,0,0,0,0,0,4,4,4,4,4,4
2,139271,0,2019,10,1,1,1.6000000000000039,2,3,4,4,4,4,5,6
10C,135946,0,2019,7,1,2,2,2,3,3,4,4,4,8,9
19,139248,0,2020,4,0,2,2,2,3,3,4,4,4,8,8
21,134037,1,2019,2,3,3.7999999999999989,4,4,4,4,4,4,4.8000000000000034,5,5
28,135634,1,2019,2,0,1,2.6000000000000023,3,3,3,4,4,4,8,10
16,139143,0,2020,3,0,1,1,2,2,3,4,4,4,8,9
1,138506,0,2019,11,3.8000000000000003,4,4,4,4,4,4,4,4,4,4
16,133804,1,2019,3,1,2,2,2,3,4,4,4,5,7,8
16,133787,0,2019,3,1,2,3,3,4,4,4,4,5,7,8
1,138503,0,2019,12,3,3,4,4,4,4,4,4,5,6,6
9,140146,1,2019,12,1,1,1,2,2,4,4,4,5,9,11
21,139331,0,2019,12,1,2,2,2,3,4,4,4,5,10,10
2,136594,0,2019,8,0,1,1,2,2.7999999999999972,3,4,4,4,5,5
10G,133357,1,2019,4,1,1,1,2,3,3,4,4,4,8,8
19,133910,1,2019,1,1,1,2,2,3,3,4,4,4,6,16
21,139372,0,2020,1,0,0,1,2,2,3,4,4,4,8,9
10A,138587,1,2019,10,0,0,1,1,3,4,4,4,5,9,9
16,133775,0,2019,1,0,1,2,2,3,4,4,4,4,5,6
1,135773,0,2019,6,2,2,2,2.5,3,4,4,4,4,4,5
1,135799,1,2019,8,2,3,3,3,4,4,4,4,4,6,6
2,139293,1,2020,2,0,1,1,1,2,3,4,4,5,5,7
1,138351,0,2019,12,1,2,2,3,3,4,4,4,5,8,8
1,138494,1,2020,4,4,4,4,4,4,4,4,4,4,4,4
21,136726,1,2019,7,1,1,2,3,3,3,4,4,8,10.699999999999996,11
1,135723,1,2019,8,1,1,2,3,4,4,4,4,4,6,10
10A,138609,1,2020,3,1.8000000000000016,2,2,2,3,3.7999999999999932,4,4,4,4,4
16,139163,1,2020,1,1,2,2,3,4,4,4,4,4,13,14
13,138750,1,2019,10,1,2,2,3,4,4,4,4,5,7,11
15,139112,1,2019,9,1,2,2,3,4,4,4,4,4,6,6
9,134826,0,2019,2,0,1,1.0000000000000036,2,2,4,4,4,4,5,6
10A,133209,1,2019,1,0,2,2,3,3,4,4,4,4,6,10
10A,138604,0,2019,12,0,1,1,1,3,4,4,4,4,5,6
1,133124,1,2019,5,1,2,3,3,3,4,4,4,4,5,5
10G,138672,0,2019,12,2,3,3,4,4,4,4,4,4,4,4
1,133015,0,2019,5,2.6000000000000005,3,3,3,3.7999999999999989,4,4,4,5,8,8
16,133860,1,2019,5,2,4,4,4,4,4,4,4,4,4,4
8,137373,0,2019,7,2,3,3,3,4,4,4,4,4,5,6
15,133760,0,2019,2,1,1,2,3,3,4,4,4,4,5,6
16,133837,0,2019,2,3,3,3,4,4,4,4,4,4,4,5
10G,138627,0,2020,3,0,1,1,2,3,4,4,4,4,7,9
16,152037,0,2020,4,2,2,2,3,4,4,4,4,7,8.14999999999999,11
28,139436,0,2019,11,1,1,2,2,3,3,4,4,4,4,5
2,139275,0,2020,4,2,3,3,3,4,4,4,4,4.200000000000002,6,6
10A,138585,1,2020,2,3,3,3,3,3.1999999999999993,4,4,4,4,4,4
2,133925,0,2019,4,0,1,2,2,2,3,4,4,4,5,7
10A,138535,0,2020,1,1,1,2,3,3,4,4,4,5,6,9
10A,138591,1,2019,10,1,1,2,3,3,4,4,4,4.4000000000000066,5.3499999999999934,6
16,133862,1,2019,4,0,1,2,3.5,4,4,4,4,5,5,5
10A,133249,1,2019,3,1,2,2,3,4,4,4,4,5,5,5
16,133780,0,2019,1,1,2,2,2,3,4,4,4,4,8,9
19,136576,0,2019,6,1,1,2,3,3,4,4,4,4,7,7
10A,133208,1,2019,4,1,1,1,1,2,3,4,4,4,5,7
2,139302,1,2020,3,0,0,1,1,3,4,4,4,4,4,4
16,136451,0,2019,7,0,1,1,1,3,3,4,4,4,5,7
13,138748,1,2020,3,0,0,1,1,2,3,4,4,4,7,8
8,134709,1,2019,1,1,2,2,3,3,3,4,4,4,5,6
16,139212,1,2019,12,4,4,4,4,4,4,4,4,4,4,4
1,138425,1,2020,1,0,1,1,2,3,3,4,4,4,5,7
16,136560,0,2019,6,0,0,0,0,3,4,4,4,4,5,6
8,140049,1,2019,11,2,2,2,3,4,4,4,4,5,6,7
16,136569,1,2019,5,2,2.3999999999999986,3,3,3.7999999999999972,4,4,4,4,4,5
2,139273,0,2019,9,1,1,2,2,2,3,4,4,4,5,5
28,139435,0,2019,12,0,2,2,3,3,4,4,4,4,5,6
8,140043,1,2020,1,2,3,3,4,4,4,4,4,5,5,6
10G,138657,1,2020,4,1,1,2,2,3,3,4,4,4,6,6
8,140044,1,2020,2,0,0,1,1,2,4,4,4,5,6,6
10G,138677,0,2020,3,1,3,3,3,3,3,4,4,4,6,6
7,135621,0,2019,1,2,2,2,3,3,4,4,4,4,5,7
8,140039,1,2020,2,1,2,2,3,3,3.3999999999999693,4,4,4,6,7
4,139838,1,2019,11,0,0,0,0,3,3.8999999999999924,4,4,4,6,6
2,133933,0,2019,1,0,0,1,2,2,3,4,4,4,5,7
16,139133,0,2019,9,0,2,2,2,3,4,4,4,5,5,7
10C,133279,0,2019,2,1,1,2,3,3,4,4,4,5,6,7
1,138381,0,2020,4,1,2,2,3,4,4,4,4,4,5,6
3,151728,0,2020,5,1,1,1,3,3,3.3999999999999995,4,4,4,5,5
9,134831,0,2019,5,2,2,3,3,3,4,4,4,4,4,4
1,138512,1,2019,11,0,0,0,0,4,4,4,4,4,5,5
21,134009,1,2019,4,1,1,2,2,3,3,4,4,5,7,7
15,139109,0,2019,10,1,1,2,2,3,3,4,4,4,5,6
16,133787,0,2019,2,1,2,3,3,3,4,4,4,5,6.0499999999999563,9
10C,138622,0,2019,11,1,2,2,2,3,3,4,4,4,5,5
1,138423,1,2019,11,0,0,1,2,3,3,4,4,5,6,11
16,133801,1,2019,2,1,2,2,2,3,3,4,4,4,5,6
10A,133188,0,2019,4,0,0,1,2,3,4,4,4,5,7,12
16,152042,0,2020,4,1,2,3,3,4,4,4,4,5,5.59999999999997,7
10G,138637,0,2019,12,2,2,2,3,3,4,4,4,5,7,11
10A,138575,0,2020,3,3,3,3,4,4,4,4,4,4,5.9999999999999964,6
8,140020,0,2019,12,1,2,3,3,4,4,4,4,5,7,7
2,136598,0,2019,6,0,0,1,1,1,3,4,4,4,6,9
2,139300,1,2020,1,1,1,1,1,2,3,4,4,4,6,6
8,140021,0,2019,10,2,2,2,3,4,4,4,4,4,7,7
10A,133236,0,2019,5,1,2,3,3,3,4,4,4,4,4,4
10A,135846,0,2019,6,1,2,2,3,3,4,4,4,5,6,8
4,139790,0,2019,9,3,3,3,4,4,4,4,4,4,5,5
15,139107,0,2020,2,2,2,2,3,4,4,4,4,5,7,9
21,134036,0,2019,3,4,4,4,4,4,4,4,4,5,11,14
3,134126,1,2019,3,0,1,1,2,2,2,4,4,4,5,6
1,133078,1,2019,3,1,2,2,2,3,4,4,4,4,5,8
10G,138630,0,2020,3,1,1,2,2,3,4,4,4,5,7,11
10G,138643,1,2020,4,1,1,3,3,3,4,4,4,4,5,7
16,136546,1,2019,8,2,2,2,2.5,3,3.4999999999999956,4,4,4,4,4
8,140047,1,2020,1,2,2,3,3,4,4,4,4,4,5,6
21,139403,1,2019,10,2,3,3,3,3,3,4,4,4,5,5
21,152085,0,2020,4,1,1,2,2,3,3,4,4,4,7,9
3,136790,0,2019,7,0,1,2,3,3,3,4,4,4,7,8
10G,138704,1,2020,2,1,2,3,3,3,4,4,4,4,8.8499999999999854,9
9,137563,1,2019,6,2,3,3,3,3,4,4,4,5,6,7
9,140125,0,2020,4,0,1,1,2,3,4,4,4,5,7,10
8,140022,0,2020,1,2.8000000000000016,3,3,4,4,4,4,4,4,7,8
7,134674,1,2019,1,0,0,1,2,3,3,4,4,4,5,8
10G,138658,1,2020,4,1,1,2,2,3,3,4,4,4,5.6999999999999851,6
15,139110,1,2020,2,1,2,2,3,3,4,4,4,4,4.4999999999999929,5
10G,135953,0,2019,6,1,2,2,3,3,4,4,4,5,7,10
7,137362,1,2019,6,0,0,1,2,2,3,4,4,4,5,7
7,139995,0,2020,1,1,1,2,3,3,4,4,4,5,7,7
1,138399,1,2019,11,1,2,2,3,3,4,4,4,4,6,7
10A,138530,0,2020,1,1,2,2,3,3,4,4,4,4,5,6
19,133907,1,2019,1,1,2,3,3,4,4,4,4,5,8,11
9,140104,0,2019,9,1,2,2,3,3,4,4,4,4,5,7
3,139467,0,2019,9,0,0,0,1,2,2.7999999999999989,4,4,4,5.7999999999999989,7
10A,133209,1,2019,4,1.2000000000000086,2,2,3,3,4,4,4,5,7,10
4,139697,0,2019,11,0,1,2,2,3,4,4,4,5,6,6
21,139356,1,2019,12,1,1,2,2,3,4,4,4,5,7,8
13,135664,1,2019,3,1,2,2,2,3,4,4,4,4,6,6
15,136430,0,2019,5,2,2,2,2,3,3,4,4,4,6,7
28,139431,0,2019,10,1,2,2,2,2,4,4,4,4,6,6
10G,138698,1,2019,12,1,2,2,2,3,4,4,4,5,5,6
21,139390,1,2020,2,1,1,1,2,2,4,4,4,5,5,5
8,140037,1,2020,4,2,2,2,3,4,4,4,4,4,5,5
16,139219,1,2019,12,2,2,3,3,3,4,4,4,5,5,6
16,139169,1,2020,2,1,2,2,2,3,3,4,4,4,5,5
16,136563,0,2019,8,2,2.8999999999999995,3,4,4,4,4,4,4,4,4
28,139431,0,2020,1,1,1,2,2,3,3,4,4,4,5.3499999999999925,8
4,134431,1,2019,4,1,2,2,2,2,3,4,4,4,5,9
1,133011,0,2019,3,0,1,1,2,2,3,4,4,5,8,20
21,139407,0,2020,3,0,1,1,2,4,4,4,4,5,9,9
8,134705,1,2019,3,1,1,2,2,3,4,4,4,5,8,11
10G,133327,1,2019,1,1,1,2,2,3,3,4,4,4,5,5
16,133872,1,2019,4,0,2,2,2,3,4,4,4,4,4,5
