stop_id,stop_lon,stop_lat
1425,-85.246462,35.135287
473,-85.318273,35.024585
474,-85.317732,35.02563
1360,-85.295337,35.049773
175,-85.294607,35.04963
476,-85.31395,35.03235
173,-85.300073,35.050732
174,-85.296195,35.05006
561,-85.246858,35.138462
1369,-85.293303,35.048745
176,-85.292078,35.048327
479,-85.31209,35.035807
178,-85.288567,35.046953
480,-85.311613,35.036637
477,-85.312997,35.034162
478,-85.312535,35.034972
177,-85.290743,35.047812
503,-85.307655,35.052218
562,-85.244188,35.13868
481,-85.311215,35.037448
181,-85.28054,35.043972
179,-85.287057,35.046392
563,-85.239452,35.135835
482,-85.309992,35.039642
486,-85.310405,35.045547
183,-85.276788,35.042617
182,-85.278028,35.043102
485,-85.310342,35.043773
484,-85.310167,35.042657
483,-85.309532,35.041603
570,-85.246683,35.128325
313,-85.26935,35.039895
571,-85.24697,35.127185
312,-85.272163,35.040865
572,-85.248193,35.123223
184,-85.273642,35.041453
487,-85.310453,35.047275
314,-85.269715,35.039077
315,-85.270048,35.038338
316,-85.270447,35.037455
317,-85.271002,35.036507
573,-85.248592,35.121967
1431,-85.248862,35.121062
574,-85.249878,35.118442
575,-85.253328,35.114962
577,-85.256555,35.114718
318,-85.271352,35.03581
576,-85.255665,35.114893
1458,-85.3119,35.06599
1827,-85.316482,35.068288
349,-85.271797,35.035023
612,-85.278617,35.045995
1028,-85.279522,35.04425
580,-85.263388,35.11313
581,-85.266647,35.112378
1575,-85.27798,35.047207
579,-85.262323,35.113308
319,-85.272273,35.034157
320,-85.272718,35.033347
578,-85.261338,35.113587
185,-85.271638,35.041462
1821,-85.314119,35.068454
724,-85.310215,35.068378
1029,-85.277138,35.04863
584,-85.27132,35.109358
583,-85.270938,35.110137
1366,-85.270875,35.042947
1365,-85.269953,35.044643
188,-85.269413,35.045728
189,-85.268937,35.046667
585,-85.271653,35.10846
586,-85.272273,35.106875
587,-85.273545,35.104447
589,-85.275738,35.10153
588,-85.27496,35.102242
324,-85.263453,35.032365
323,-85.264263,35.030907
325,-85.262753,35.033673
727,-85.309753,35.071783
728,-85.309595,35.073517
1820,-85.212319,35.006294
591,-85.277965,35.100103
726,-85.309912,35.070207
592,-85.278838,35.099742
192,-85.26482,35.051995
593,-85.282352,35.096353
590,-85.277185,35.1007
191,-85.26571,35.05035
190,-85.268078,35.048263
193,-85.26393,35.05362
730,-85.308498,35.074402
594,-85.285292,35.094163
729,-85.309547,35.074402
596,-85.28685,35.090417
614,-85.270763,35.054573
595,-85.286468,35.091517
327,-85.261562,35.035867
328,-85.261037,35.036725
326,-85.26199,35.035048
1551,-85.246048,35.025027
597,-85.288487,35.088258
194,-85.262992,35.055337
598,-85.290235,35.086812
195,-85.262372,35.056493
332,-85.257827,35.042582
1593,-85.258318,35.04162
733,-85.308975,35.068427
330,-85.259638,35.039538
329,-85.26102,35.038692
732,-85.308768,35.07031
731,-85.30864,35.071892
602,-85.288423,35.076735
599,-85.289885,35.081885
600,-85.289758,35.079655
601,-85.289233,35.078125
734,-85.309118,35.066948
617,-85.264057,35.053755
333,-85.256903,35.04512
334,-85.256808,35.046233
335,-85.256762,35.048288
615,-85.268968,35.055385
616,-85.26501,35.054122
621,-85.257603,35.052055
213,-85.252803,35.067317
212,-85.253455,35.066073
336,-85.257683,35.049357
1840,-85.308638,35.062918
337,-85.25738,35.050533
619,-85.261132,35.05267
1515,-85.258763,35.052313
603,-85.288455,35.074565
604,-85.289313,35.070238
211,-85.254552,35.064118
338,-85.256633,35.051538
339,-85.254727,35.055103
340,-85.254075,35.056218
342,-85.253168,35.057757
1839,-85.310029,35.06353
214,-85.252183,35.06841
215,-85.251612,35.069467
345,-85.250498,35.06276
343,-85.252327,35.059393
216,-85.251007,35.070577
344,-85.2515,35.06088
774,-85.270272,35.06992
346,-85.249798,35.064032
608,-85.293063,35.065752
606,-85.290155,35.066785
605,-85.289472,35.06868
347,-85.249115,35.06524
775,-85.269763,35.070913
776,-85.268587,35.073063
607,-85.291633,35.06626
778,-85.26358,35.082115
611,-85.298897,35.063065
296,-85.243505,35.067178
610,-85.297435,35.06396
609,-85.295178,35.065028
295,-85.244617,35.066757
1384,-85.245985,35.066363
777,-85.266155,35.077467
1867,-85.311995,35.052127
1837,-85.309839,35.05222
1838,-85.310918,35.052181
802,-85.30473,35.061652
1429,-85.303633,35.061193
1659,-85.240772,35.054283
302,-85.233285,35.074513
716,-85.306765,35.062497
303,-85.23102,35.07573
301,-85.234715,35.074033
507,-85.255823,35.092832
508,-85.252803,35.093993
1386,-85.22432,35.0795
348,-85.227388,35.07948
626,-85.24058,35.04803
1388,-85.210618,35.081368
1387,-85.212478,35.081062
304,-85.214212,35.080768
1660,-85.243012,35.048128
306,-85.198888,35.084618
305,-85.200113,35.084495
308,-85.19296,35.085688
309,-85.191927,35.086125
779,-85.238292,35.099762
307,-85.19474,35.085147
780,-85.242583,35.096607
221,-85.180133,35.093118
310,-85.182628,35.091993
509,-85.240707,35.128857
1918,-85.21302,35.05074
1573,-85.256252,35.093027
782,-85.262355,35.085028
1709,-85.19574,35.038318
783,-85.27601,35.058492
1661,-85.194645,35.032218
1664,-85.1985383333333,35.022535
1662,-85.196822,35.025808
1663,-85.197855,35.023845
1665,-85.1997316666667,35.0202816666667
1459,-85.307528,35.037988
1666,-85.1973316666667,35.01926
1667,-85.1964733333333,35.0206033333333
1460,-85.311042,35.037535
744,-85.310087,35.03734
743,-85.308832,35.036918
1668,-85.1988733333333,35.0215966666667
745,-85.313235,35.03848
222,-85.18042,35.0916
746,-85.314203,35.038827
747,-85.31511,35.039168
748,-85.318273,35.04034
223,-85.182327,35.08823
1670,-85.196775,35.025773
1482,-85.158373,35.04733
1465,-85.153622,35.050112
1466,-85.150028,35.052098
749,-85.319592,35.040842
1669,-85.198237,35.02292
751,-85.318957,35.042502
750,-85.319465,35.042017
1671,-85.19455,35.032298
1468,-85.140762,35.056668
225,-85.19172,35.086412
697,-85.188447,35.040797
1672,-85.190783,35.036915
695,-85.189305,35.039157
1371,-85.19695,35.08498
698,-85.185123,35.04272
1469,-85.133943,35.054748
752,-85.319132,35.043437
1372,-85.203197,35.083888
753,-85.31991,35.045482
701,-85.18096,35.050353
699,-85.182183,35.048073
754,-85.318733,35.046888
226,-85.213543,35.08101
755,-85.318733,35.04843
227,-85.226895,35.07956
702,-85.186015,35.053752
757,-85.319927,35.04503
756,-85.320275,35.046908
759,-85.318417,35.043437
758,-85.319163,35.04338
228,-85.234635,35.074088
229,-85.237973,35.073437
703,-85.194008,35.054708
1441,-85.19722,35.055098
760,-85.317415,35.044838
761,-85.315952,35.043607
762,-85.315603,35.043265
1470,-85.140555,35.05676
1442,-85.199,35.057593
705,-85.199778,35.055377
230,-85.246223,35.070313
231,-85.247542,35.07083
232,-85.248845,35.071335
1471,-85.147438,35.053568
763,-85.313537,35.042455
764,-85.31468,35.040217
1443,-85.197235,35.060745
1473,-85.158325,35.047513
1472,-85.153828,35.050307
709,-85.203863,35.066472
767,-85.310405,35.037222
766,-85.311725,35.037713
765,-85.314395,35.038723
768,-85.309388,35.036843
233,-85.250912,35.070882
234,-85.251532,35.069802
288,-85.250085,35.071927
769,-85.308418,35.036518
1462,-85.307273,35.036585
636,-85.208887,35.059748
1435,-85.209888,35.059632
637,-85.21127,35.059772
236,-85.252723,35.067568
237,-85.253312,35.066483
235,-85.252167,35.068625
238,-85.254393,35.064485
638,-85.213512,35.059755
639,-85.214355,35.060432
254,-85.262277,35.056708
253,-85.261608,35.05794
1872,-85.30965,35.04977
640,-85.213623,35.059763
1609,-85.211843,35.059505
643,-85.207377,35.060142
256,-85.263787,35.053978
255,-85.26288,35.055623
642,-85.209108,35.059625
641,-85.209967,35.059553
260,-85.26606,35.049877
1878,-85.160408,35.036757
665,-85.209062,35.056548
259,-85.265757,35.050723
257,-85.26474,35.052325
258,-85.265153,35.051507
264,-85.269318,35.046142
263,-85.268682,35.047307
262,-85.267967,35.04863
1885,-85.16044,35.036777
669,-85.222032,35.042963
